Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,WAR,Unnamed: 30
2015,30,WSN,NL,126.0,352.0,309.0,44.0,84.0,15.0,1.0,10.0,34.0,0.0,0.0,37.0,52.0,0.272,0.358,0.424,0.782,112.0,131.0,6.0,5.0,0.0,1.0,4.0,3H79/D1,,-0.7,
1973,24,PHI,NL,46.0,148.0,146.0,11.0,33.0,7.0,0.0,0.0,7.0,1.0,1.0,0.0,25.0,0.226,0.226,0.274,0.5,37.0,40.0,2.0,0.0,2.0,0.0,0.0,6/4H,,-2.7,
2013,25,CIN,NL,102,216,192,21,49,7,3,0,8,4,5,18,44,0.255,0.322,0.323,0.645,80.0,62,0,1,5,0,0,7H8/9,,0.8,
2017,25,TEX,AL,48.0,121.0,107.0,11.0,24.0,5.0,0.0,6.0,13.0,0.0,2.0,14.0,42.0,0.224,0.314,0.439,0.753,91.0,47.0,2.0,0.0,0.0,0.0,0.0,57/4H68D,,-0.5,
1961,24,BAL,AL,96.0,256.0,222.0,37.0,59.0,12.0,3.0,8.0,30.0,4.0,3.0,31.0,54.0,0.266,0.354,0.455,0.809,119.0,101.0,5.0,0.0,2.0,1.0,1.0,9H/78,,2.3,
1947,26,CLE,AL,95,356,318,52,78,10,1,14,52,1,0,30,18,.245,.314,.415,.729,104,132,10,2,5,,2,3/H,,14.8,
1961,25,CHW,AL,132.0,492.0,432.0,69.0,134.0,20.0,7.0,11.0,59.0,7.0,4.0,52.0,32.0,0.31,0.389,0.465,0.854,130.0,201.0,4.0,4.0,3.0,1.0,3.0,9H,RoY-3,17.8,
1956,20,CIN,NL,152,668,572,122,166,27,6,38,83,8,4,64,95,.290,.379,.558,.936,143,319,14,20,8,4,7,*7/8H,"AS,MVP-7,RoY-1",107.3,
1947,28,BRO,NL,151,701,590,125,175,31,5,12,48,29,11,74,36,.297,.383,.427,.810,112,252,5,9,28,,3,*3,"MVP-5,RoY-1",63.8,
2001,27,STL,NL,114.0,207.0,186.0,34.0,53.0,6.0,1.0,1.0,15.0,11.0,2.0,12.0,20.0,0.285,0.33,0.344,0.674,75.0,64.0,1.0,2.0,4.0,3.0,0.0,H789,,-0.5,
2012,27,STL,NL,102.0,181.0,166.0,20.0,42.0,8.0,0.0,3.0,16.0,1.0,0.0,14.0,32.0,0.253,0.309,0.355,0.665,82.0,59.0,5.0,0.0,0.0,1.0,2.0,H879,,1.3,
2011,23,SEA,AL,44,155,143,12,30,12,0,2,14,1,0,8,61,0.21,0.25,0.336,0.586,67.0,48,1,0,3,1,0,78/HD,,-0.1,
2005,29,LAD,NL,110,399,364,44,99,18,1,5,34,0,8,31,33,.272,.332,.368,.700,86,134,8,2,1,1,0,65H/4D,,0.2,
1943,27,CLE,AL,108,469.0,405.0,43.0,97.0,14.0,4.0,5.0,46.0,1.0,2.0,51.0,40.0,0.24,0.328,0.331,0.658,99.0,134.0,7.0,2.0,11.0,,6.0,*3,,6.2,
1977,22,ATL,NL,93,297,264,27,67,10,0,1,24,1,2,27,32,0.254,0.33,0.303,0.633,64.0,80,7.0,3,3,0,2.0,6H,,-5.5,
1959,24,SFG,NL,71.0,266.0,228.0,32.0,57.0,12.0,1.0,6.0,24.0,2.0,1.0,32.0,50.0,0.25,0.342,0.39,0.733,98.0,89.0,5.0,1.0,3.0,2.0,1.0,6/H,,6.3,
1962,23,LAA,AL,155,624,565,65,146,34,6,6,61,1,8.0,45,68,0.258,0.309,0.372,0.681,85.0,210,16.0,0,6,8,6.0,*2H,"MVP-26,RoY-2",3.5,
1995,19,SEA,AL,48,149,142,15,33,6,2,5,19,4,2,6,42,.232,.264,.408,.672,72,58,0,0,1,0,0,6/HD,,117.5,
1968,20,CAL,AL,76,242,223,14,54,10,1,1,16,0,2,17,36,.242,.299,.309,.608,89,69,6,1,1,0,2,5/H4,,15.1,
1994,26,BOS,AL,57.0,192.0,174.0,15.0,50.0,14.0,1.0,1.0,13.0,1.0,0.0,11.0,13.0,0.287,0.33,0.397,0.726,84.0,69.0,3.0,0.0,7.0,0.0,0.0,64/H5,,0.6,
1969,23,KCR,AL,95.0,308.0,267.0,27.0,63.0,10.0,0.0,2.0,20.0,3.0,2.0,31.0,26.0,0.236,0.333,0.296,0.629,78.0,79.0,8.0,8.0,2.0,0.0,6.0,2/H,AS,13.3,
1952,32,CHW,AL,124.0,462.0,407.0,55.0,108.0,14.0,0.0,1.0,40.0,7.0,6.0,47.0,22.0,0.265,0.346,0.307,0.653,82.0,125.0,10.0,3.0,5.0,,3.0,*5H,,1.3,
1992,24,LAD,NL,53.0,156.0,146.0,11.0,32.0,7.0,0.0,3.0,14.0,0.0,0.0,8.0,30.0,0.219,0.258,0.329,0.587,66.0,48.0,2.0,0.0,1.0,1.0,0.0,97/H3,,2.4,
1991,19,TEX,AL,88,288,280,24,74,16,0,3,27,0,1,5,42,.264,.276,.354,.630,75,99,10,0,2,1,0,2/H,RoY-4,68.7,
2005,27,STL,NL,56,176,149,15,44,6,0,5,24,2,0,19,45,0.295,0.382,0.436,0.818,114.0,65,0,3,3,2,4,7H/9,,0.6,
2005,25,MIN,AL,79.0,203.0,175.0,21.0,47.0,10.0,2.0,2.0,20.0,2.0,2.0,18.0,23.0,0.269,0.335,0.383,0.718,90.0,67.0,4.0,1.0,6.0,3.0,0.0,45H6/D,,0.6,
2018,26,DET,AL,62,206,191,17,42,7,0,5,20,2,0,10,42,0.22,0.256,0.335,0.591,59.0,64,7,0,3,2,0,6453/HD9,,-2.2,
2008,23,LAA,AL,59.0,187.0,167.0,18.0,34.0,8.0,1.0,3.0,10.0,3.0,1.0,14.0,55.0,0.204,0.276,0.317,0.593,56.0,53.0,3.0,3.0,2.0,1.0,0.0,4/H6D5,,9.0,
1979,24,BAL,AL,133.0,453.0,376.0,60.0,98.0,16.0,1.0,25.0,64.0,1.0,3.0,61.0,74.0,0.261,0.378,0.508,0.886,141.0,191.0,11.0,12.0,1.0,3.0,4.0,*78/9HD,,15.4,
1982,25,LAD,NL,109.0,170.0,143.0,18.0,37.0,8.0,0.0,1.0,12.0,5.0,0.0,21.0,32.0,0.259,0.359,0.336,0.695,98.0,48.0,2.0,2.0,3.0,1.0,3.0,H978,,2.9,
1925,20,BOS,AL,58.0,189.0,169.0,12.0,33.0,5.0,1.0,0.0,17.0,0.0,3.0,11.0,17.0,0.195,0.244,0.237,0.481,23.0,40.0,,0.0,8.0,,0.0,4/6H,,25.3,
2015,27,MIL,NL,86.0,169.0,152.0,22.0,45.0,6.0,2.0,4.0,16.0,0.0,0.0,15.0,34.0,0.296,0.367,0.441,0.808,121.0,67.0,2.0,2.0,0.0,0.0,0.0,H3/57D,,0.2,
1973,25,PHI,NL,66,94,80,13,19,3,0,2,7,0,0,12,19,0.238,0.333,0.35,0.683,89.0,28,2.0,0,1,1,1.0,H9/7,,-0.2,
1990,26,HOU,NL,59.0,117.0,98.0,8.0,18.0,4.0,0.0,0.0,5.0,0.0,0.0,9.0,20.0,0.184,0.283,0.224,0.508,44.0,22.0,3.0,5.0,4.0,1.0,2.0,4H/56,,-1.0,
1956,27,WSH,AL,44,141,119,11,25,5,2,0,7,2,0,20,29,.210,.321,.286,.607,65,34,6,0,1,1,0,46/H,,-1.0,
1963,24,PHI,NL,64,82,77,18,17,0,1,1,2,4,1,3,8,.221,.259,.286,.545,58,22,3,1,1,0,0,H4/7,,9.3,
2021,28,LAA,AL,61,184,168,26,35,14,0,6,15,2,1,15,50,0.208,0.277,0.399,0.676,81.0,67,2,1,0,0,0,945H/73D,,-1.7,
1946,27,BRO,NL,45,52,47,11,13,2,1,0,2,1,0,4,1,.277,.333,.362,.695,96,17,3,0,1,,0,H6/45,,5.6,
1997,22,PHI,NL,156,657,561,93,159,35,3,21,92,16,6,76,138,.283,.377,.469,.846,121,263,6,13,0,7,4,*5/H,RoY-1,70.1,
1934,25,NYY,AL,89.0,309.0,279.0,54.0,80.0,13.0,2.0,0.0,18.0,2.0,3.0,26.0,16.0,0.287,0.348,0.348,0.695,84.0,97.0,,0.0,4.0,,0.0,65H,,29.0,
2001,22,PHI,NL,158,720,656,97,180,29,12,14,54,46,8,48,108,.274,.323,.419,.743,93,275,5,2,9,5,2,*6/H,"AS,MVP-17,RoY-3",47.6,
1962,24,MIN,AL,159.0,721.0,624.0,96.0,186.0,23.0,5.0,16.0,96.0,3.0,1.0,75.0,61.0,0.298,0.374,0.428,0.802,112.0,267.0,13.0,6.0,7.0,9.0,2.0,*5/H6,"AS,AS,MVP-8",11.8,
2001,23,TBD,AL,81,249,237,33,62,11,1,2,12,12,4,10,47,0.262,0.291,0.342,0.633,69.0,81,5,0,2,0,0,4H8/7D5,,-0.3,
1959,24,CHW,AL,53.0,153.0,126.0,20.0,37.0,5.0,1.0,5.0,25.0,0.0,1.0,23.0,18.0,0.294,0.407,0.468,0.875,141.0,59.0,3.0,1.0,3.0,0.0,0.0,2H,,20.9,
2008,24,ARI,NL,78,142,135,13,31,8,2,1,12,4,0,3,20,0.23,0.25,0.341,0.591,49.0,46,3,1,2,1,0,H97/8,,-0.6,
1980,22,MIL,AL,42.0,115.0,104.0,20.0,27.0,7.0,0.0,1.0,10.0,2.0,0.0,9.0,11.0,0.26,0.319,0.356,0.674,88.0,37.0,3.0,0.0,2.0,0.0,0.0,64/H5D,,-5.2,
2014,25,SEA,AL,72,190,177,19,34,6,2,3,11,0,4,4,48,0.192,0.234,0.299,0.533,54.0,53,5,6,2,1,0,9HD7,,-1.9,
2013,27,LAA,AL,47.0,123.0,108.0,9.0,28.0,3.0,0.0,0.0,10.0,1.0,0.0,7.0,24.0,0.259,0.308,0.287,0.595,71.0,31.0,2.0,1.0,6.0,1.0,0.0,56/H4D,,0.6,
2013,24,NYY,AL,60.0,148.0,135.0,15.0,28.0,9.0,0.0,1.0,10.0,1.0,0.0,8.0,37.0,0.207,0.255,0.296,0.551,53.0,40.0,7.0,1.0,3.0,1.0,0.0,2/H,,-1.3,
1988,27,BOS,AL,57,85,78,17,15,2,1,1,6,2,0,7,15,0.192,0.259,0.282,0.541,50.0,22,3.0,0,0,0,0,9H/8D7,,-1.4,
2018,24,CHW,AL,42.0,107.0,100.0,15.0,23.0,6.0,0.0,6.0,14.0,2.0,1.0,7.0,30.0,0.23,0.28,0.47,0.75,102.0,47.0,3.0,0.0,0.0,0.0,0.0,HD6/543,,-0.9,
1965,24,TOT,AL,52,83,74,4,12,1,0,0,3,0,0,5,19,.162,.225,.176,.401,16,13,2,1,3,0,1,2/H,,3.2,
1989,27,CIN,NL,107.0,334.0,315.0,36.0,83.0,18.0,5.0,7.0,34.0,12.0,8.0,13.0,100.0,0.263,0.296,0.419,0.715,100.0,132.0,2.0,3.0,0.0,3.0,0.0,798H,,0.2,
2009,26,CIN,NL,87.0,266.0,230.0,23.0,49.0,10.0,1.0,4.0,19.0,1.0,2.0,26.0,46.0,0.213,0.303,0.317,0.62,65.0,73.0,2.0,5.0,2.0,3.0,0.0,5H3/64,,3.6,
1939,24,NYY,AL,43.0,121.0,105.0,18.0,29.0,5.0,1.0,0.0,12.0,4.0,0.0,13.0,10.0,0.276,0.356,0.343,0.699,80.0,36.0,3.0,0.0,3.0,,2.0,2H,,14.2,
1971,26,SFG,NL,92.0,231.0,192.0,26.0,43.0,6.0,1.0,0.0,13.0,7.0,4.0,33.0,35.0,0.224,0.338,0.266,0.603,74.0,51.0,3.0,1.0,3.0,2.0,4.0,8H/79,,0.0,
1965,25,KCA,AL,81,94,85,8,20,3,0,2,8,0,0.0,6,16,0.235,0.287,0.341,0.628,79.0,29,2.0,1.0,0,2,0.0,H3/79,,0.0,
2012,23,COL,NL,117,426,396,67,107,19,0,28,71,4,5,25,99,0.27,0.312,0.53,0.843,109.0,210,10,1,0,4,2,2H/53,RoY-4,1.6,
1963,22,CIN,NL,157,696,623,101,170,25,9,6,41,13,15,55,72,.273,.334,.371,.705,101,231,8,5,6,6,0,*4/7,RoY-1,79.6,
1958,25,LAD,NL,114,431,384,52,104,11,9,14,43,11,8,36,56,.271,.333,.456,.788,103,175,5,2,4,5,2,*2H/78,AS,22.4,
1974,24,CHC,NL,62.0,161.0,148.0,9.0,30.0,7.0,0.0,0.0,10.0,1.0,1.0,10.0,28.0,0.203,0.252,0.25,0.502,39.0,37.0,0.0,0.0,2.0,1.0,1.0,46/H,,-3.3,
1950,26,CLE,AL,155,668,554,100.0,159,23,4,37,116.0,5.0,7.0,100.0,72.0,0.287,0.405,0.543,0.948,145.0,301,27.0,10.0,4.0,,3.0,*5/H,MVP-17,32.3,
1938,25,BRO,NL,138.0,541.0,473.0,75.0,133.0,17.0,11.0,4.0,51.0,0.0,2.0,65.0,43.0,0.281,0.368,0.389,0.757,106.0,184.0,5.0,0.0,3.0,,5.0,*98H7,,11.8,
1936,26,CHW,AL,85.0,381.0,317.0,71.0,89.0,15.0,8.0,3.0,46.0,2.0,0.0,59.0,37.0,0.281,0.394,0.407,0.801,96.0,129.0,,0.0,5.0,,1.0,8/H,,4.7,
1940,23,BSN,NL,149,632,569,84,160,23,14,17,89,4,3,59,127,.281,.352,.460,.812,129,262,5,3,1,,6,*7/H,,3.0,
2006,25,TOT,NL,101,298,269,34,61,12,2,13,46,1,1,22,65,.227,.293,.431,.724,87,116,8,4,1,2,0,79H8,,13.5,
2003,26,LAD,NL,40,140,124,19,32,7,0,10,18,0,0,13,42,.258,.336,.556,.892,134,69,4,2,0,1,0,2/H,,10.0,
1938,23,DET,AL,77.0,297.0,265.0,22.0,69.0,7.0,1.0,1.0,30.0,1.0,0.0,29.0,11.0,0.26,0.333,0.306,0.639,57.0,81.0,,0.0,3.0,,3.0,5/H,,1.2,
1952,31,CIN,NL,55,166,145,14,32,0,1,1,6,1,0.0,20,20,0.221,0.319,0.255,0.574,62.0,37,3.0,1,0,,1.0,2H,,-0.2,
1992,28,KCR,AL,59.0,178.0,149.0,21.0,32.0,8.0,1.0,1.0,12.0,0.0,3.0,20.0,20.0,0.215,0.31,0.302,0.612,71.0,45.0,6.0,1.0,7.0,1.0,1.0,6/54,,1.4,
2007,27,CLE,AL,41.0,76.0,67.0,7.0,8.0,1.0,0.0,0.0,4.0,1.0,1.0,7.0,20.0,0.119,0.2,0.134,0.334,-10.0,9.0,0.0,0.0,1.0,1.0,1.0,456H/D,,-0.6,
2001,23,CHW,AL,63.0,148.0,123.0,21.0,36.0,5.0,0.0,4.0,20.0,5.0,1.0,15.0,28.0,0.293,0.385,0.431,0.816,112.0,53.0,2.0,4.0,5.0,1.0,0.0,789/H,,20.9,
1940,24,BSN,NL,130,508,486,46,148,19,8,3,58,12,8,18,22,.305,.331,.395,.726,106,192,4,1,3,,2,*4/H9,MVP-21,5.7,
1994,30,BOS,AL,46.0,129.0,118.0,14.0,27.0,3.0,0.0,9.0,20.0,0.0,0.0,11.0,35.0,0.229,0.295,0.483,0.778,94.0,57.0,2.0,0.0,0.0,0.0,0.0,2/HD3,,-0.4,
1976,23,ATL,NL,149,605,533,65,132,13,1,5,45,24,13,52,53,.248,.313,.304,.617,72,162,11,1,14,5,4,*5/6H,,2.4,
1965,26,CHC,NL,71.0,193.0,172.0,9.0,38.0,4.0,1.0,3.0,15.0,1.0,0.0,16.0,30.0,0.221,0.295,0.308,0.603,69.0,53.0,3.0,3.0,0.0,2.0,1.0,2H,,-0.8,
2016,26,TEX,AL,99,269,240,40,62,8,1,8,22,9,0,21,76,0.258,0.331,0.4,0.731,92.0,96,8,6,0,2,2,73H/8D95,,-0.6,
1940,27,PHA,AL,108.0,429.0,376.0,49.0,92.0,16.0,6.0,4.0,38.0,4.0,5.0,48.0,58.0,0.245,0.33,0.351,0.681,79.0,132.0,7.0,0.0,5.0,,2.0,54/H,,0.6,
1940,23,NYG,NL,86.0,287.0,277.0,38.0,82.0,7.0,5.0,4.0,23.0,4.0,1.0,7.0,32.0,0.296,0.313,0.401,0.714,95.0,111.0,3.0,0.0,3.0,,1.0,8H,,1.6,
1968,21,OAK,AL,68.0,197.0,181.0,10.0,32.0,5.0,1.0,1.0,12.0,1.0,1.0,12.0,32.0,0.177,0.236,0.232,0.468,47.0,42.0,3.0,2.0,2.0,0.0,3.0,7H/89,,25.4,
1972,25,CHC,NL,42.0,116.0,106.0,10.0,25.0,1.0,1.0,2.0,9.0,1.0,2.0,6.0,14.0,0.236,0.283,0.321,0.604,65.0,34.0,4.0,1.0,3.0,0.0,0.0,2/H,,-0.7,
2008,26,TBR,AL,45.0,81.0,76.0,9.0,15.0,4.0,0.0,2.0,7.0,2.0,0.0,4.0,27.0,0.197,0.247,0.329,0.576,51.0,25.0,2.0,1.0,0.0,0.0,0.0,79/H8D,,2.5,
2007,28,PHI,NL,115.0,429.0,374.0,42.0,97.0,29.0,2.0,6.0,54.0,6.0,1.0,42.0,49.0,0.259,0.34,0.396,0.735,87.0,148.0,17.0,5.0,5.0,3.0,10.0,*2/H,,22.5,
1964,25,CIN,NL,77.0,336.0,311.0,33.0,76.0,13.0,2.0,2.0,16.0,11.0,3.0,7.0,41.0,0.244,0.269,0.318,0.587,63.0,99.0,2.0,4.0,12.0,2.0,1.0,54/H,,0.1,
2017,23,ATL,NL,53.0,173.0,150.0,22.0,29.0,5.0,0.0,4.0,19.0,1.0,0.0,19.0,41.0,0.193,0.283,0.307,0.59,55.0,46.0,4.0,1.0,0.0,3.0,1.0,5H/3,,0.3,
1985,27,ATL,NL,50,110,87,15,19,3,0,1,5,0,1,18,18,0.218,0.349,0.287,0.636,77.0,25,3.0,0,4,1,0.0,5H/64,,0.3,
1951,23,WSH,AL,78.0,307.0,273.0,31.0,76.0,12.0,2.0,0.0,25.0,0.0,3.0,31.0,24.0,0.278,0.354,0.337,0.691,89.0,92.0,5.0,1.0,2.0,,3.0,6/H,,29.8,
2015,26,PHI,NL,81,299,270,24,63,9,1,9,28,0,1,24,71,0.233,0.301,0.374,0.675,87.0,101,8,3,0,2,5,2/H,,2.9,
2015,21,CHC,NL,142,523,475,60,115,29,1,13,54,4,3,42,149,0.242,0.307,0.389,0.696,91.0,185,8,3,1,2,2,46/H,,11.3,
1969,20,LAD,NL,98,238,212,35,48,6,2,5,15,4,1,22,45,.226,.301,.344,.645,86,73,3,1,2,1,1,9H8/7,,31.4,
1943,24,PIT,NL,146.0,614.0,533.0,79.0,138.0,19.0,11.0,4.0,44.0,12.0,11.0,77.0,67.0,0.259,0.354,0.358,0.712,102.0,191.0,13.0,1.0,3.0,,1.0,*7H/398,,18.1,
1985,24,PHI,NL,81.0,234.0,216.0,22.0,47.0,12.0,0.0,9.0,23.0,2.0,0.0,18.0,72.0,0.218,0.278,0.398,0.676,85.0,86.0,5.0,0.0,0.0,0.0,0.0,7H3,,-3.2,
1939,24,CHC,NL,143.0,594.0,542.0,55.0,148.0,24.0,5.0,9.0,79.0,2.0,0.0,36.0,56.0,0.273,0.318,0.386,0.704,87.0,209.0,12.0,0.0,16.0,,2.0,*3,,-2.3,
1975,29,SFG,NL,42.0,121.0,106.0,14.0,25.0,5.0,2.0,0.0,9.0,1.0,0.0,14.0,14.0,0.236,0.322,0.321,0.643,77.0,34.0,6.0,0.0,0.0,1.0,1.0,2/H,,-0.1,
1998,23,BOS,AL,58.0,139.0,124.0,21.0,28.0,4.0,4.0,3.0,15.0,4.0,0.0,6.0,28.0,0.226,0.276,0.395,0.671,71.0,49.0,1.0,3.0,5.0,1.0,0.0,4H/D6,,-0.9,
1962,25,CHW,AL,79.0,145.0,130.0,22.0,30.0,3.0,3.0,6.0,24.0,0.0,0.0,13.0,22.0,0.231,0.299,0.438,0.737,96.0,57.0,3.0,0.0,1.0,1.0,2.0,H54,,0.3,
1961,30,LAA,AL,69,178,164,16,38,13,0,4,12,2,3,11,33,.232,.278,.384,.663,69,63,3,0,2,1,1,2H,,-0.6,
1999,28,OAK,AL,97.0,296.0,255.0,41.0,70.0,18.0,0.0,11.0,41.0,1.0,1.0,22.0,47.0,0.275,0.363,0.475,0.837,118.0,121.0,6.0,15.0,0.0,3.0,1.0,53H/D,,5.3,
1949,27,PIT,NL,73.0,234.0,205.0,36.0,66.0,7.0,1.0,2.0,25.0,5.0,6.0,21.0,27.0,0.322,0.385,0.395,0.78,108.0,81.0,3.0,0.0,7.0,,0.0,8H/9,,-2.0,
1977,23,MIL,AL,53.0,169.0,154.0,13.0,25.0,2.0,0.0,2.0,12.0,1.0,3.0,9.0,22.0,0.162,0.209,0.214,0.423,16.0,33.0,1.0,0.0,6.0,0.0,0.0,4/H,,3.9,
2015,25,CHW,AL,68.0,254.0,236.0,33.0,53.0,6.0,4.0,4.0,20.0,8.0,2.0,12.0,51.0,0.225,0.267,0.335,0.602,68.0,79.0,9.0,2.0,3.0,1.0,0.0,56/H3,,2.5,
1985,24,MIN,AL,120.0,382.0,360.0,51.0,108.0,20.0,5.0,9.0,41.0,0.0,1.0,18.0,37.0,0.3,0.332,0.458,0.791,110.0,165.0,7.0,1.0,0.0,3.0,5.0,*2H/D,RoY-8,2.0,
1984,22,MON,NL,80.0,184.0,174.0,12.0,27.0,4.0,2.0,0.0,12.0,1.0,1.0,4.0,38.0,0.155,0.178,0.201,0.379,9.0,35.0,2.0,1.0,4.0,1.0,0.0,6/H,,-0.8,
2008,27,ARI,NL,90.0,152.0,128.0,17.0,27.0,5.0,3.0,2.0,12.0,0.0,2.0,21.0,41.0,0.211,0.331,0.344,0.675,73.0,44.0,2.0,2.0,1.0,0.0,1.0,H79/8,,-0.2,
1980,24,SDP,NL,44.0,183.0,169.0,28.0,57.0,4.0,7.0,1.0,25.0,11.0,2.0,9.0,25.0,0.337,0.372,0.462,0.834,138.0,78.0,4.0,1.0,3.0,1.0,1.0,5/8H9,,9.0,
2009,31,SDP,NL,55.0,121.0,108.0,12.0,29.0,8.0,2.0,3.0,19.0,0.0,0.0,12.0,16.0,0.269,0.339,0.463,0.802,119.0,50.0,6.0,0.0,0.0,1.0,1.0,H7/394,,0.3,
1945,28,PIT,NL,95.0,317.0,267.0,45.0,83.0,16.0,1.0,15.0,52.0,2.0,3.0,50.0,16.0,0.311,0.42,0.547,0.966,163.0,146.0,8.0,0.0,0.0,,7.0,2H,MVP-24,7.8,
1964,23,CLE,AL,86.0,302.0,283.0,43.0,87.0,17.0,2.0,4.0,25.0,10.0,6.0,13.0,37.0,0.307,0.34,0.424,0.764,112.0,120.0,2.0,2.0,2.0,2.0,0.0,943H/7,,1.0,
1993,24,CAL,AL,142,610,515,93,146,35,1,31,95,5,6,82,135,.283,.382,.536,.918,143,276,6,5,0,8,5,*9/8D,RoY-1,40.6,
2007,22,ATL,NL,47,153,141,11,40,6,0,4,12,0,0,10,28,.284,.333,.411,.745,93,58,4,1,0,1,1,23H/D,,5.9,
1934,31,NYY,AL,94.0,406.0,350.0,64.0,95.0,8.0,1.0,6.0,36.0,8.0,1.0,48.0,28.0,0.271,0.359,0.351,0.711,89.0,123.0,,0.0,8.0,,0.0,5/H3,,2.8,
1957,27,DET,AL,54.0,99.0,91.0,6.0,20.0,1.0,2.0,0.0,5.0,1.0,0.0,6.0,15.0,0.22,0.276,0.275,0.55,50.0,25.0,1.0,1.0,1.0,0.0,0.0,64/H5,,-0.8,
1979,24,TEX,AL,128.0,377.0,325.0,60.0,95.0,21.0,2.0,5.0,35.0,8.0,6.0,37.0,28.0,0.292,0.365,0.415,0.781,113.0,135.0,6.0,2.0,10.0,3.0,1.0,7HD8/9,,10.5,
1962,23,MLN,NL,76.0,224.0,209.0,16.0,43.0,10.0,0.0,3.0,20.0,0.0,2.0,12.0,54.0,0.206,0.248,0.297,0.544,48.0,62.0,3.0,0.0,2.0,1.0,1.0,64H/5,,-2.3,
1984,23,PHI,NL,160,737,701,105,191,36,19,15,69,72,15,28,168,.272,.307,.442,.749,107,310,6,7,0,1,2,*4/H,"AS,MVP-21,RoY-2",17.0,
1985,26,DET,AL,71.0,133.0,133.0,19.0,33.0,6.0,2.0,6.0,12.0,2.0,2.0,0.0,39.0,0.248,0.248,0.459,0.707,90.0,61.0,4.0,0.0,0.0,0.0,0.0,HD9/78,,-1.0,
2002,25,MIL,NL,112.0,435.0,394.0,55.0,114.0,10.0,7.0,1.0,33.0,37.0,14.0,31.0,62.0,0.289,0.343,0.358,0.701,87.0,141.0,4.0,2.0,6.0,2.0,0.0,87H,RoY-9,1.1,
2010,26,HOU,NL,65.0,269.0,250.0,30.0,70.0,9.0,4.0,0.0,25.0,0.0,1.0,11.0,45.0,0.28,0.316,0.348,0.664,82.0,87.0,8.0,2.0,6.0,0.0,0.0,6/4H,,-1.4,
1972,28,NYY,AL,71,269,250,18,62,8,3,0,21,0,0,12,30,0.248,0.292,0.304,0.596,80.0,76,9.0,4,2,1,1.0,5/H,,0.0,
2005,27,PIT,NL,132.0,492.0,453.0,54.0,132.0,26.0,4.0,5.0,35.0,2.0,2.0,27.0,36.0,0.291,0.336,0.4,0.736,93.0,181.0,6.0,5.0,4.0,3.0,1.0,54H6,,15.8,
2010,26,FLA,NL,151.0,643.0,572.0,72.0,156.0,37.0,3.0,19.0,85.0,5.0,0.0,57.0,101.0,0.273,0.341,0.448,0.788,108.0,256.0,14.0,5.0,3.0,6.0,2.0,*3/H,RoY-4,3.1,
2012,22,SFG,NL,74.0,227.0,218.0,22.0,61.0,15.0,0.0,3.0,34.0,0.0,0.0,5.0,52.0,0.28,0.295,0.39,0.685,94.0,85.0,8.0,1.0,0.0,3.0,0.0,2H/D,,0.0,
1992,24,CHC,NL,74,275,255,24,64,14,3,1,19,2,1,10,17,.251,.285,.341,.626,75,87,7,3,5,2,1,6/4H,,20.6,
2015,23,CHW,AL,120.0,420.0,389.0,40.0,87.0,23.0,1.0,5.0,31.0,2.0,2.0,19.0,81.0,0.224,0.268,0.326,0.595,66.0,127.0,9.0,5.0,6.0,1.0,0.0,*4/HD,,6.3,
2002,24,TBD,AL,102,401,358,55,82,21,1,18,54,3,2,39,139,0.229,0.305,0.444,0.749,99.0,159,7,1,1,2,3,5/3DH,,2.3,
1982,22,CHC,NL,156,687,635,103,172,33,5,7,54,32,12,36,90,.271,.312,.372,.683,90,236,7,4,7,5,3,*54/H,RoY-6,67.9,
1990,22,NYY,AL,57,149,133,24,21,2,2,3,9,8,2,13,27,.158,.236,.271,.507,42,36,2,1,1,1,0,7H8/D,,5.5,
1942,25,STL,NL,95.0,328.0,282.0,37.0,71.0,17.0,2.0,5.0,39.0,2.0,1.0,42.0,31.0,0.252,0.351,0.379,0.73,107.0,107.0,7.0,1.0,3.0,,6.0,3H,,11.0,
1992,24,CIN,NL,116,438,385,62,104,26,6,12,36,16,7,48,98,.270,.356,.462,.819,127,178,6,4,0,1,2,*87H,RoY-4,39.8,
1945,29,BRO,NL,80.0,218.0,195.0,21.0,55.0,14.0,2.0,2.0,17.0,2.0,0.0,18.0,19.0,0.282,0.346,0.405,0.751,109.0,79.0,3.0,1.0,4.0,,6.0,26H/45,,0.1,
2008,21,SFG,NL,41,154,145,24,50,10,1,3,24,0,0,4,14,.345,.357,.490,.847,118,71,6,1,0,4,1,352/H,,19.1,
1974,26,CAL,AL,43.0,108.0,83.0,6.0,16.0,2.0,0.0,4.0,13.0,0.0,0.0,23.0,17.0,0.193,0.37,0.361,0.732,118.0,30.0,3.0,1.0,0.0,1.0,2.0,DH/2,,0.5,
2011,23,LAD,NL,61.0,227.0,198.0,20.0,50.0,15.0,0.0,4.0,26.0,3.0,3.0,25.0,51.0,0.253,0.338,0.389,0.727,103.0,77.0,5.0,1.0,2.0,1.0,0.0,79/3H8,,-0.6,
